,Date,pe_ratio_value,close
0,1970-01-02,15.897,93.0
1,1970-01-05,13.8678,93.45999908447266
2,1970-01-06,13.1739,92.81999969482422
3,1970-01-07,14.5616,92.62999725341797
4,1970-01-08,15.209,92.68000030517578
5,1970-01-09,15.7276,92.4000015258789
6,1970-01-12,17.963,91.69999694824219
7,1971-01-04,19.5395,91.1500015258789
8,1971-01-05,18.7274,91.80000305175781
9,1971-01-06,18.5526,92.3499984741211
10,1971-01-07,17.6022,92.37999725341797
11,1971-01-08,18.2376,92.19000244140625
12,1971-01-11,16.4895,91.9800033569336
13,1971-01-12,17.9105,92.72000122070312
14,1972-01-03,18.4509,101.66999816894531
15,1972-01-04,18.0352,102.08999633789062
16,1972-01-05,18.3467,103.05999755859375
17,1972-01-06,17.9464,103.51000213623047
18,1972-01-07,17.4902,103.47000122070312
19,1972-01-10,17.3801,103.31999969482422
20,1972-01-11,18.1729,103.6500015258789
21,1972-01-12,18.3879,103.58999633789062
22,1973-01-02,16.4235,119.0999984741211
23,1973-01-03,16.4,119.56999969482422
24,1973-01-04,14.7953,119.4000015258789
25,1973-01-05,14.5159,119.87000274658203
26,1973-01-08,13.5566,119.8499984741211
27,1973-01-09,14.1001,119.7300033569336
28,1973-01-10,13.2708,119.43000030517578
29,1973-01-11,11.7598,120.23999786376953
30,1973-01-12,11.9547,119.30000305175781
31,1974-01-02,11.5096,97.68000030517578
32,1974-01-03,11.2416,99.80000305175781
33,1974-01-04,10.333,98.9000015258789
34,1974-01-07,8.7058,98.06999969482422
35,1974-01-08,7.9199,96.12000274658203
36,1974-01-09,6.9748,93.41999816894531
37,1974-01-10,8.3127,92.38999938964844
38,1974-01-11,7.8706,93.66000366210938
39,1975-01-02,9.6556,70.2300033569336
40,1975-01-03,9.8651,70.70999908447266
41,1975-01-06,11.9585,71.06999969482422
42,1975-01-07,11.4369,71.0199966430664
43,1975-01-08,11.1959,70.04000091552734
44,1975-01-09,10.808,71.16999816894531
45,1975-01-10,11.1859,72.61000061035156
46,1976-01-02,11.5139,90.9000015258789
47,1976-01-05,10.8303,92.58000183105469
48,1976-01-06,11.2735,93.52999877929688
49,1976-01-07,10.8314,93.94999694824219
50,1976-01-08,10.7759,94.58000183105469
51,1976-01-09,11.0199,94.94999694824219
52,1976-01-12,10.8436,96.33000183105469
53,1977-01-03,9.7639,107.0
54,1977-01-04,9.4472,105.69999694824219
55,1977-01-05,9.2246,104.76000213623047
56,1977-01-06,9.643,105.0199966430664
57,1977-01-07,9.2297,105.01000213623047
58,1977-01-10,8.4793,105.19999694824219
59,1977-01-11,8.708,104.12000274658203
60,1977-01-12,8.7328,103.4000015258789
61,1978-01-03,8.1694,93.81999969482422
62,1978-01-04,8.6224,93.5199966430664
63,1978-01-05,8.6589,92.73999786376953
64,1978-01-06,8.5067,91.62000274658203
65,1978-01-09,8.8626,90.63999938964844
66,1978-01-10,7.5547,90.16999816894531
67,1978-01-11,7.6805,89.73999786376953
68,1978-01-12,7.7948,89.81999969482422
69,1979-01-02,7.2391,96.7300033569336
70,1979-01-03,7.6383,97.80000305175781
71,1979-01-04,7.279,98.58000183105469
72,1979-01-05,7.0873,99.12999725341797
73,1979-01-08,7.4723,98.80000305175781
74,1979-01-09,7.4723,99.33000183105469
75,1979-01-10,6.852,98.7699966430664
76,1979-01-11,7.144,99.0999984741211
77,1979-01-12,7.2638,99.93000030517578
78,1980-01-02,7.4336,105.76000213623047
79,1980-01-03,6.6769,105.22000122070312
80,1980-01-04,7.1145,106.5199966430664
81,1980-01-07,8.3108,106.80999755859375
82,1980-01-08,8.3593,108.94999694824219
83,1980-01-09,8.5697,109.05000305175781
84,1980-01-10,8.6012,109.88999938964844
85,1980-01-11,9.4818,109.91999816894531
86,1981-01-02,9.0034,136.33999633789062
87,1981-01-05,8.8334,137.97000122070312
88,1981-01-06,8.7415,138.1199951171875
89,1981-01-07,8.5737,135.0800018310547
90,1981-01-08,8.0413,133.05999755859375
91,1981-01-09,7.6084,133.47999572753906
92,1981-01-12,7.9785,133.52000427246094
93,1982-01-04,8.2174,122.73999786376953
94,1982-01-05,7.8956,120.05000305175781
95,1982-01-06,7.7354,119.18000030517578
96,1982-01-07,7.8975,118.93000030517578
97,1982-01-08,8.8134,119.55000305175781
98,1982-01-11,10.9597,116.77999877929688
99,1982-01-12,11.1266,116.30000305175781
100,1983-01-03,12.3156,138.33999633789062
101,1983-01-04,13.0604,141.36000061035156
102,1983-01-05,12.8983,141.9600067138672
103,1983-01-06,13.3153,145.27000427246094
104,1983-01-07,12.2226,145.17999267578125
105,1983-01-10,11.6572,146.77999877929688
106,1983-01-11,11.8603,145.77999877929688
107,1983-01-12,11.7555,146.69000244140625
108,1984-01-03,10.4312,164.0399932861328
109,1984-01-04,9.8796,166.77999877929688
110,1984-01-05,9.2932,168.80999755859375
111,1984-01-06,9.4556,169.27999877929688
112,1984-01-09,10.0302,168.89999389648438
113,1984-01-10,9.9814,167.9499969482422
114,1984-01-11,9.8305,167.8000030517578
115,1984-01-12,10.0505,167.75
116,1985-01-02,11.0543,165.3699951171875
117,1985-01-03,11.0226,164.57000732421875
118,1985-01-04,11.5202,163.67999267578125
119,1985-01-07,12.5358,164.24000549316406
120,1985-01-08,12.3854,163.99000549316406
121,1985-01-09,11.9554,165.17999267578125
122,1985-01-10,12.9925,168.30999755859375
123,1985-01-11,13.8378,167.91000366210938
124,1986-01-02,15.6281,209.58999633789062
125,1986-01-03,16.4532,210.8800048828125
126,1986-01-06,17.0523,210.64999389648438
127,1986-01-07,15.9003,213.8000030517578
128,1986-01-08,17.0323,207.97000122070312
129,1986-01-09,15.5771,206.11000061035156
130,1986-01-10,16.8494,205.9600067138672
131,1987-01-02,18.8212,246.4499969482422
132,1987-01-05,20.1179,252.19000244140625
133,1987-01-06,21.0818,252.77999877929688
134,1987-01-07,20.0921,255.3300018310547
135,1987-01-08,20.7945,257.2799987792969
136,1987-01-09,20.2919,258.7300109863281
137,1987-01-12,14.1189,260.29998779296875
138,1988-01-04,12.0595,255.94000244140625
139,1988-01-05,12.0978,258.6300048828125
140,1988-01-06,12.6211,258.8900146484375
141,1988-01-07,11.9674,261.07000732421875
142,1988-01-08,11.5055,243.39999389648438
143,1988-01-11,11.5242,247.49000549316406
144,1988-01-12,11.6935,245.4199981689453
145,1989-01-03,11.8137,275.30999755859375
146,1989-01-04,12.2776,279.42999267578125
147,1989-01-05,12.709,280.010009765625
148,1989-01-06,12.6082,280.6700134277344
149,1989-01-09,14.7383,280.9800109863281
150,1989-01-10,14.8824,280.3800048828125
151,1989-01-11,15.1286,282.010009765625
152,1989-01-12,15.4526,283.1700134277344
153,1990-01-02,15.3156,359.69000244140625
154,1990-01-03,15.6871,358.760009765625
155,1990-01-04,15.5597,355.6700134277344
156,1990-01-05,16.9911,352.20001220703125
157,1990-01-08,14.8372,353.7900085449219
158,1990-01-09,14.0777,349.6199951171875
159,1990-01-10,14.2455,347.30999755859375
160,1990-01-11,15.0993,348.5299987792969
161,1990-01-12,15.4742,339.92999267578125
162,1991-01-02,17.5296,326.45001220703125
163,1991-01-03,17.9188,321.9100036621094
164,1991-01-04,19.3375,321.0
165,1991-01-07,21.7626,315.44000244140625
166,1991-01-08,22.1902,314.8999938964844
167,1991-01-09,21.7654,311.489990234375
168,1991-01-10,24.5742,314.5299987792969
169,1991-01-11,23.4953,315.2300109863281
170,1992-01-02,25.491,417.260009765625
171,1992-01-03,24.9345,419.3399963378906
172,1992-01-06,23.9378,417.9599914550781
173,1992-01-07,23.515,417.3999938964844
174,1992-01-08,22.9507,418.1000061035156
175,1992-01-09,23.1596,417.6099853515625
176,1992-01-10,21.9319,415.1000061035156
177,1993-01-04,22.7724,435.3800048828125
178,1993-01-05,23.2897,434.3399963378906
179,1993-01-06,23.3073,434.5199890136719
180,1993-01-07,21.9564,430.7300109863281
181,1993-01-08,22.7124,429.04998779296875
182,1993-01-11,21.0959,430.95001220703125
183,1993-01-12,21.3088,431.0400085449219
184,1994-01-03,19.6288,465.44000244140625
185,1994-01-04,17.8933,466.8900146484375
186,1994-01-05,18.1151,467.54998779296875
187,1994-01-06,17.6298,467.1199951171875
188,1994-01-07,16.7677,469.8999938964844
189,1994-01-10,15.4363,475.2699890136719
190,1994-01-11,14.8265,474.1300048828125
191,1994-01-12,15.0088,474.1700134277344
192,1995-01-03,15.3828,459.1099853515625
193,1995-01-04,14.9495,460.7099914550781
194,1995-01-05,15.4923,460.3399963378906
195,1995-01-06,15.822,460.67999267578125
196,1995-01-09,16.612,460.8299865722656
197,1995-01-10,17.1231,461.67999267578125
198,1995-01-11,17.826,461.6600036621094
199,1995-01-12,18.1369,461.6400146484375
200,1996-01-02,18.814,620.72998046875
201,1996-01-03,18.963,621.3200073242188
202,1996-01-04,18.7388,617.7000122070312
203,1996-01-05,19.167,616.7100219726562
204,1996-01-08,18.1108,618.4600219726562
205,1996-01-09,19.0925,609.4500122070312
206,1996-01-10,18.2099,598.47998046875
207,1996-01-11,19.5461,602.6900024414062
208,1996-01-12,19.1257,601.8099975585938
209,1997-01-02,19.6526,737.010009765625
210,1997-01-03,18.8151,748.030029296875
211,1997-01-06,21.8284,747.6500244140625
212,1997-01-07,23.482,753.22998046875
213,1997-01-08,22.1326,748.4099731445312
214,1997-01-09,23.3091,754.8499755859375
215,1997-01-10,23.0267,759.5
216,1998-01-02,26.5387,975.0399780273438
217,1998-01-05,27.9913,977.0700073242188
218,1998-01-06,29.0952,966.5800170898438
219,1998-01-07,29.4216,964.0
220,1998-01-08,25.1321,956.0499877929688
221,1998-01-09,26.7002,927.6900024414062
222,1998-01-12,32.5969,939.2100219726562
223,1999-01-04,32.5495,1228.0999755859375
224,1999-01-05,31.7367,1244.780029296875
225,1999-01-06,33.4644,1272.3399658203125
226,1999-01-07,30.2257,1269.72998046875
227,1999-01-08,30.0366,1275.0899658203125
228,1999-01-11,28.8335,1263.8800048828125
229,1999-01-12,30.5013,1239.510009765625
230,2000-01-03,29.4128,1455.219970703125
231,2000-01-04,27.9744,1399.4200439453125
232,2000-01-05,27.3613,1402.1099853515625
233,2000-01-06,28.0162,1403.449951171875
234,2000-01-07,26.6449,1441.469970703125
235,2000-01-10,28.588,1457.5999755859375
236,2000-01-11,26.299,1438.56005859375
237,2000-01-12,26.4056,1432.25
238,2001-01-02,27.2874,1283.27001953125
239,2001-01-03,25.5354,1347.56005859375
240,2001-01-04,33.9619,1333.3399658203125
241,2001-01-05,34.1348,1298.3499755859375
242,2001-01-08,40.0417,1295.8599853515625
243,2001-01-09,36.7693,1300.800048828125
244,2001-01-10,42.9235,1313.27001953125
245,2001-01-11,46.1503,1326.8199462890625
246,2001-01-12,46.4998,1318.550048828125
247,2002-01-02,44.8069,1154.6700439453125
248,2002-01-03,46.453,1165.27001953125
249,2002-01-04,40.2737,1172.510009765625
250,2002-01-07,30.3469,1164.8900146484375
251,2002-01-08,30.495,1160.7099609375
252,2002-01-09,27.1398,1155.1400146484375
253,2002-01-10,32.1044,1156.550048828125
254,2002-01-11,33.9366,1145.5999755859375
255,2003-01-02,27.7424,909.030029296875
256,2003-01-03,27.9743,908.5900268554688
257,2003-01-06,28.2055,929.010009765625
258,2003-01-07,25.669,922.9299926757812
259,2003-01-08,26.1278,909.9299926757812
260,2003-01-09,25.8157,927.5700073242188
261,2003-01-10,21.5574,927.5700073242188
262,2004-01-02,22.0181,1108.47998046875
263,2004-01-05,19.9587,1122.219970703125
264,2004-01-06,20.3177,1123.6700439453125
265,2004-01-07,19.0708,1126.3299560546875
266,2004-01-08,19.1144,1131.9200439453125
267,2004-01-09,19.2934,1121.8599853515625
268,2004-01-12,20.6989,1127.22998046875
269,2005-01-03,19.5721,1202.0799560546875
270,2005-01-04,18.2584,1188.050048828125
271,2005-01-05,18.8052,1183.739990234375
272,2005-01-06,18.8026,1187.8900146484375
273,2005-01-07,18.5396,1186.18994140625
274,2005-01-10,17.2603,1190.25
275,2005-01-11,17.8676,1182.989990234375
276,2005-01-12,17.8506,1187.699951171875
277,2006-01-03,17.8185,1268.800048828125
278,2006-01-04,17.5944,1273.4599609375
279,2006-01-05,17.0505,1273.47998046875
280,2006-01-06,17.052,1285.449951171875
281,2006-01-09,17.002,1290.1500244140625
282,2006-01-10,16.9052,1289.68994140625
283,2006-01-11,17.1835,1294.1800537109375
284,2006-01-12,17.4003,1286.06005859375
285,2007-01-03,17.0879,1416.5999755859375
286,2007-01-04,17.4561,1418.3399658203125
287,2007-01-05,18.0243,1409.7099609375
288,2007-01-08,18.7531,1412.8399658203125
289,2007-01-09,19.4243,1412.1099853515625
290,2007-01-10,23.4116,1414.8499755859375
291,2007-01-11,22.3805,1423.8199462890625
292,2007-01-12,22.1874,1430.72998046875
293,2008-01-02,22.0339,1447.1600341796875
294,2008-01-03,21.9026,1447.1600341796875
295,2008-01-04,26.9727,1411.6300048828125
296,2008-01-07,27.5817,1416.1800537109375
297,2008-01-08,27.918,1390.18994140625
298,2008-01-09,25.3832,1409.1300048828125
299,2008-01-10,65.1042,1420.3299560546875
300,2008-01-11,60.2312,1401.02001953125
301,2009-01-02,107.156,931.7999877929688
302,2009-01-05,122.3888,927.4500122070312
303,2009-01-06,122.4128,934.7000122070312
304,2009-01-07,78.7464,906.6500244140625
305,2009-01-08,81.3892,909.72998046875
306,2009-01-09,84.2967,890.3499755859375
307,2009-01-12,21.8776,870.260009765625
308,2010-01-04,17.6854,1132.989990234375
309,2010-01-05,16.2356,1136.52001953125
310,2010-01-06,15.3608,1137.1400146484375
311,2010-01-07,15.3298,1141.68994140625
312,2010-01-08,14.6024,1144.97998046875
313,2010-01-11,15.2624,1146.97998046875
314,2010-01-12,16.2591,1136.219970703125
315,2011-01-03,16.3059,1271.8699951171875
316,2011-01-04,16.2586,1270.199951171875
317,2011-01-05,16.0391,1276.56005859375
318,2011-01-06,15.7463,1273.8499755859375
319,2011-01-07,14.8572,1271.5
320,2011-01-10,14.414,1269.75
321,2011-01-11,14.3411,1274.47998046875
322,2011-01-12,14.4635,1285.9599609375
323,2012-01-03,15.9077,1277.06005859375
324,2012-01-04,15.8998,1277.300048828125
325,2012-01-05,14.9037,1281.06005859375
326,2012-01-06,15.4932,1277.81005859375
327,2012-01-09,16.6551,1280.699951171875
328,2012-01-10,16.3237,1292.0799560546875
329,2012-01-11,16.3701,1292.47998046875
330,2012-01-12,16.4858,1295.5
331,2013-01-02,17.2712,1462.4200439453125
332,2013-01-03,17.8927,1459.3699951171875
333,2013-01-04,17.5654,1466.469970703125
334,2013-01-07,17.863,1461.8900146484375
335,2013-01-08,17.3039,1457.1500244140625
336,2013-01-09,17.8187,1461.02001953125
337,2013-01-10,17.5303,1472.1199951171875
338,2013-01-11,18.0221,1472.050048828125
339,2014-01-02,18.4378,1831.97998046875
340,2014-01-03,18.5656,1831.3699951171875
341,2014-01-06,19.0092,1826.77001953125
342,2014-01-07,18.2207,1837.8800048828125
343,2014-01-08,18.9069,1837.489990234375
344,2014-01-09,18.6135,1838.1300048828125
345,2014-01-10,19.7249,1842.3699951171875
346,2015-01-02,21.204,2058.199951171875
347,2015-01-05,22.2041,2020.5799560546875
348,2015-01-06,21.7375,2002.6099853515625
349,2015-01-07,23.2058,2025.9000244140625
350,2015-01-08,21.7536,2062.139892578125
351,2015-01-09,21.1784,2044.81005859375
352,2015-01-12,23.6212,2028.260009765625
353,2016-01-04,23.7609,2012.6600341796875
354,2016-01-05,24.1252,2016.7099609375
355,2016-01-06,24.147,1990.260009765625
356,2016-01-07,24.3978,1943.0899658203125
357,2016-01-08,24.3681,1922.030029296875
358,2016-01-11,23.2555,1923.6700439453125
359,2016-01-12,23.6788,1938.6800537109375
360,2017-01-03,23.5589,2257.830078125
361,2017-01-04,22.9206,2270.75
362,2017-01-05,23.1859,2269.0
363,2017-01-06,23.2975,2276.97998046875
364,2017-01-09,23.5278,2268.89990234375
365,2017-01-10,23.437,2268.89990234375
366,2017-01-11,24.0952,2275.320068359375
367,2017-01-12,24.3321,2270.43994140625
368,2018-01-02,23.5086,2695.81005859375
369,2018-01-03,22.8766,2713.06005859375
370,2018-01-04,21.6203,2723.989990234375
371,2018-01-05,22.0874,2743.14990234375
372,2018-01-08,22.2526,2747.7099609375
373,2018-01-09,22.3482,2751.2900390625
374,2018-01-10,20.483,2748.22998046875
375,2018-01-11,20.8488,2767.56005859375
376,2018-01-12,18.9353,2786.239990234375
377,2019-01-02,20.7195,2510.030029296875
378,2019-01-03,21.0909,2447.889892578125
379,2019-01-04,21.7774,2531.93994140625
380,2019-01-07,22.4257,2549.68994140625
381,2019-01-08,22.02,2574.409912109375
382,2019-01-09,22.3983,2584.9599609375
383,2019-01-10,21.7699,2596.639892578125
384,2019-01-11,22.5111,2596.260009765625
385,2020-01-02,25.3952,3257.85009765625
386,2020-01-03,22.2177,3234.85009765625
387,2020-01-06,31.2435,3246.280029296875
388,2020-01-07,33.2938,3237.179931640625
389,2020-01-08,35.6266,3253.050048828125
390,2020-01-09,34.229,3274.699951171875
391,2020-01-10,33.282,3265.35009765625
392,2021-01-04,26.3364,3700.64990234375
393,2021-01-05,26.4809,3726.860107421875
394,2021-01-06,27.0692,3748.139892578125
395,2021-01-07,25.0628,3803.7900390625
396,2021-01-08,25.7894,3824.679931640625
397,2021-01-11,23.0808,3799.610107421875
398,2021-01-12,24.0874,3801.18994140625
399,2022-01-03,22.8913,4796.56005859375
400,2022-01-04,21.4914,4793.5400390625
401,2022-01-05,21.4925,4700.580078125
402,2022-01-06,19.6889,4696.0498046875
403,2022-01-07,22.0777,4677.02978515625
404,2022-01-10,22.4138,4670.2900390625
405,2022-01-11,23.6186,4713.06982421875
406,2022-01-12,22.2258,4726.35009765625
407,2023-01-03,23.4527,3824.139892578125
408,2023-01-04,23.0345,3852.969970703125
409,2023-01-05,23.0917,3808.10009765625
410,2023-01-06,24.5864,3895.080078125
411,2023-01-09,23.273,3892.090087890625
412,2023-01-10,21.7939,3919.25
413,2023-01-11,23.7375,3969.610107421875
414,2023-01-12,24.7874,3983.169921875
415,2024-01-02,26.6277,4742.830078125
416,2024-01-03,27.4536,4704.81005859375
417,2024-01-04,25.7015,4688.68017578125
418,2024-01-05,26.9357,4697.240234375
419,2024-01-08,28.2039,4763.5400390625
420,2024-01-09,28.7736,4756.5
421,2024-01-10,27.0888,4783.4501953125
422,2024-01-11,28.6411,4780.240234375
423,2024-01-12,27.9253,4783.830078125
424,2025-01-02,28.2713,5868.5498046875
425,2025-01-03,26.6444,5942.47021484375
426,2025-01-06,29.4604,5975.3798828125
